Tipo,Numero,Data,Nivel,Ementa
Deliberação CERH-MG,3.098,05/11/2021,Estadual,"Altera a Deliberação CERH-MG nº 427, de 17 de julho de 2019 que dispõe sobre a composição das Câmaras Técnicas do Conselho Estadual de Recursos Hídricos - CERH/MG para o mandato 2018-2021, convalida os atos praticados sob a vigência da Deliberação CERH/MG nº 422, de 16 de outubro de 2018, e dá outras providências."
Deliberação CERH-MG,"467,00",05/11/2021,Estadual,"Altera a Deliberação CERH-MG nº 456, de 23 de julho de 2021, que designa os membros da Câmara Normativa e Recursal do Conselho Estadual de Recursos Hídricos de Minas Gerais."
Deliberação CERH-MG,"466,00",08/11/2021,Estadual,"Altera a Deliberação CERH-MG nº 457, de 10 de agosto de 2021, que designa os membros da Câmara Técnica Especializada de Regulação Conselho Estadual de Recursos Hídricos de Minas Gerais."
Deliberação CERH-MG,"468,00",08/11/2021,Estadual,"Altera a Deliberação CERH-MG nº 458, de 10 de agosto de 2021, que designa os membros da Câmara Técnica Especializada de Planejamento do Conselho Estadual de Recursos Hídricos de Minas Gerais."
Portaria IGAM,"469,00",08/11/2021,Estadual,"Institui Comissão Gestora Local em trecho da DAC nº 013/2007, Sub Bacia Hidrográfica do Ribeirão Santa Fé, nos municípios de Romaria, Estrela do Sul, Nova Ponte e Indianópolis e Irai de Minas."
Portaria IGAM,"82,00",08/11/2021,Estadual,"Institui Comissão Gestora Local em trecho da DAC nº 024/2007, Sub Bacia Hidrográfica do Ribeirão Mundo Novo, no Município de Unaí."
Portaria IGAM,"83,00",08/11/2021,Estadual,"Institui Comissão Gestora Local em trecho da DAC nº 024/2007, Sub Bacia Hidrográfica do Córrego José Pereira, no Município de Unaí."
Deliberação COPAM,"81,00",11/11/2021,Estadual,"Altera a Deliberação nº 1.552, de 6 de abril de 2020, que estabelece a composição e designação dos membros da Câmara Técnica Especializada de Atividades de Infraestrutura de Energia, Transporte, Saneamento e Urbanização do Conselho Estadual de Política Ambiental."
Deliberação COPAM,1.653,11/11/2021,Estadual,"Altera a Deliberação Copam nº 1.549, de 6 de abril de 2020, que estabelece a composição e designação dos membros da Câmara Técnica Especializada de Atividades Agrossilvipastoris do Conselho Estadual de Política Ambiental."
Deliberação COPAM,1.652,11/11/2021,Estadual,"Altera a Deliberação nº 1.548, de 6 de abril de 2020, que estabelece a composição e designação dos membros da Câmara Normativa e Recursal do Conselho Estadual de Política Ambiental."
Portaria IGAM,1.651,12/11/2021,Estadual,"Suspende, em caráter excepcional e temporário, o procedimento de cadastramento eletrônico dos usos insignificantes de recursos hídricos, via Sistema de Uso Insignificante, e dá outras providências."
Deliberação COPAM,"84,00",17/11/2021,Estadual,"Altera a Deliberação Copam nº 1.549, de 6 de abril de 2020, que estabelece a composição e designação dos membros da Câmara Técnica Especializada de Atividades Agrossilvipastoris do Conselho Estadual de Política Ambiental."
Portaria IGAM,1.654,17/11/2021,Estadual,"Institui Comissão Gestora Local em trecho da DAC nº 002/2006 Bacia Hidrográfica do Córrego Conceição, no Município de Paracatu."
Portaria IEF,"85,00",18/11/2021,Estadual,"Aprova o Plano de Ação Territorial para Conservação de Espécies Ameaçadas de Extinção do Território Capixaba-Gerais, institui Grupo de Assessoramento Técnico e dá outras providências"
Portaria IGAM,"75,00",17/11/2021,Estadual,"Institui Comissão Gestora Local em trecho da DAC nº 002/2006 Bacia Hidrográfica do Médio Baixo Ribeirão São Pedro, no Município de Paracatu."
Portaria IGAM,"86,00",17/11/2021,Estadual,"Institui Comissão Gestora Local em trecho da DAC nº 002/2006 Bacia Hidrográfica do Baixo Ribeirão São Pedro, no Município de Paracatu."
Portaria IGAM,"87,00",17/11/2021,Estadual,"Institui Comissão Gestora Local em trecho da DAC nº 002/2006 Bacia Hidrográfica do Alto Ribeirão Entre-Ribeiros, nos Municípios de Paracatu e Unaí."
Deliberação COPAM,"88,00",18/11/2021,Estadual,"Altera a Deliberação nº 1.556, de 6 de abril de 2020, que estabelece a composição e designação dos membros da Unidade Regional Colegiada Central Metropolitana do Conselho Estadual de Política Ambiental."
Deliberação COPAM,1.655,18/11/2021,Estadual,"Altera a Deliberação Copam nº 1.546, de 28 de fevereiro de 2020, que estabelece a composição e designação dos membros do Plenário do Conselho Estadual de Política Ambiental."
Portaria IGAM,1.656,17/11/2021,Estadual,"Institui Comissão Gestora Local em trecho da DAC nº 002/2006 Bacia Hidrográfica do Baixo Ribeirão Entre-Ribeiros, nos Municípios de Paracatu e Unaí."
Portaria IEF,"89,00",18/11/2021,Estadual,Alteração de representatividade no Comitê Executivo do Programa Bolsa Verde
Portaria IGAM,"76,00",18/11/2021,Estadual,"Altera a Portaria Igam nº 84, de 12 de novembro de 2021."
Portaria IGAM,"93,00",18/11/2021,Estadual,"Institui Comissão Gestora Local em trecho da DAC nº 002/2006 Bacia Hidrográfica do Médio Alto Ribeirão São Pedro, no Município de Paracatu."
Portaria IGAM,"91,00",18/11/2021,Estadual,"Institui Comissão Gestora Local em trecho da DAC nº 002/2006 Bacia Hidrográfica do Ribeirão Santa Rita, no Município de Paracatu."
Portaria IGAM,"90,00",18/11/2021,Estadual,"Institui Comissão Gestora Local em trecho da DAC nº 002/2006 Bacia Hidrográfica do Alto Ribeirão São Pedro, no Município de Paracatu."
Portaria IEF,"92,00",22/11/2021,Estadual,"Homologa a revisão do Plano de Manejo do Parque Estadual do Itacolomi, aprovada pela Câmara de Proteção à Biodiversidade e de Áreas Protegidas do Conselho Estadual de Política Ambiental."
Portaria Conjunta IEF / PMMG,"77,00",22/11/2021,Estadual,"Delega competência para a prática de atos de relacionados à execução orçamentária, financeira e contábil no âmbito da unidade executora 2100016 do Instituto Estadual de Florestas."
Deliberação CERH-MG,"78,00",24/11/2021,Estadual,"Altera a Deliberação CERH- MG nº458, de 10 de agosto de 2021, que estabelece a composição designa os membros da Câmara Técnica Especializada de Planejamento do Conselho Estadual de Recursos Hídricos de Minas Gerais."
Deliberação CERH-MG,"471,00",24/11/2021,Estadual,"Altera a Deliberação CERH-MG nº 457, de 10 de agosto de 2021, que designa os membros da Câmara Técnica Especializada de Regulação Conselho Estadual de Recursos Hídricos de Minas Gerais."
Portaria IGAM,"470,00",24/11/2021,Estadual,Suspende efeitos da Portaria Igam que especifica.
Portaria IGAM,"94,00",25/11/2021,Estadual,"Constitui Comissões Especiais encarregadas de promover os inventários físicos dos materiais em almoxarifado ou em outras unidades similares, dos bens patrimoniais móveis em uso, estocados, cedidos ou recebidos em cessão, bem como dos bens imóveis de propriedade do Instituto Mineiro de Gestão da Águas – IGAM, em consonância com as normas do artigo 3º do Decreto Estadual nº 48.303/2021."
Portaria FEAM,"96,00",25/11/2021,Estadual,"Institui Comissão Especial para promover o levantamento completo dos inventários físicos e financeiros dos valores em Tesouraria;das obrigações constantes dos grupos Passivo Circulante e Não Circulante; das contas de controle representativas dos Atos Potenciais Ativos e Passivos; da Dívida Flutuante, incluindo os restos a pagar, excluídos os serviços da dívida, os serviços da dívida a pagar, os depósitos e os débitos de tesouraria;no âmbito da Fundação Estadual de Meio Ambiente - FEAM, nos termos do que dispõe o Decreto Estadual nº 48.303, de 19 de novembro de 2021."
Portaria FEAM,"683,00",25/11/2021,Estadual,"Institui Comissão Especial para promover o levantamento completo dos materiais em almoxarifado ou em outras unidades similares e dos bens patrimoniais em uso, estocados, cedidos e recebidos em cessão, inclusive imóveis, que são objeto de registro no Ativo, no âmbito da Fundação Estadual do Meio Ambiente – FEAM, nos termos do que dispõe o Decreto nº 48.303, de 19 de novembro de 2021."
Portaria IGAM,"682,00",25/11/2021,Estadual,Constitui Comissão Especial encarregada de promover os inventários físicos e financeiros dos valores em tesouraria e das obrigações constantes dos grupos Passivo Circulante e não Circulante.
Portaria IGAM,"95,00",03/11/2021,Estadual,Credencia e Descredencia servidores para a prática das atividades relativas às ações de fiscalização e autuação no âmbito do Instituto Mineiro de Gestão das Águas – Igam e dá outras providências.
Portaria IGAM,"80,00",26/11/2021,Estadual,"Institui Comissão Gestora Localda DAC nº 011/2006 Bacia Hidrográfica do Ribeirão Santa Cruz, no Município de Bonfinópolis de Minas."
Portaria ARSAE,"103,00",26/11/2021,Estadual,"Institui comissões para os fins previstos no artigo 3º do Decreto nº 48.303, de 19 de novembro de 2021."
Portaria IEF,"252,00",26/11/2021,Estadual,Dispõe sobre a instituição de comissões especiais encarregadas de promover os inventários físicos e financeiros dos valores em tesouraria e das obrigações constantes dos grupos Passivo Circulante e não Circulante.
Portaria IGAM,"82,00",26/11/2021,Estadual,"Institui Comissão Gestora Localda DAC nº 018/2007 Bacia Hidrográfica do Córrego Bebedouro, no Município de Unaí."
Portaria IGAM,"97,00",26/11/2021,Estadual,"Institui Comissão Gestora Localda DAC nº 012/2006 Bacia Hidrográfica do Ribeirão Jibóia, no Município de Unaí."
Portaria IGAM,"101,00",26/11/2021,Estadual,"Institui Comissão Gestora Localda DAC nº 008/2006 Bacia Hidrográfica do Ribeirão das Almas, no Município de Bonfinópolis de Minas."
Portaria IGAM,"102,00",26/11/2021,Estadual,"Institui Comissão Gestora Localda DAC nº 001/2014 Bacia Hidrográfica do Córrego Pinduca, no Município de Buritis."
Portaria IGAM,"99,00",26/11/2021,Estadual,"Institui Comissão Gestora Localda DAC nº 010/2006 Bacia Hidrográfica do Ribeirão Garapa, no Município de Unaí."
Portaria IEF,"100,00",26/11/2021,Estadual,"Dispõe sobre a instituição de comissões especiais de inventário, a que se refere o art. º do Decreto nº 48.303, de 19 de novembro de 2021, no âmbito do Instituto Estadual de Florestas."
Portaria IGAM,"81,00",26/11/2021,Estadual,"Institui Comissão Gestora Localda DAC nº 001/2007 Bacia Hidrográfica do Ribeirão dos Poldros, no Município de Buritis."
Resolução SEMAD,"98,00",26/11/2021,Estadual,"Constitui Comissões Especiais encarregadas de promover os inventários físicos e financeiros dos valores em tesouraria e das obrigações constantes dos grupos Passivo Circulante e não Circulante, no âmbito da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável – Semad e do Fundo de Recuperação, Proteção e Desenvolvimento Sustentável das Bacias Hidrográficas do Estado de Minas Gerais – Fhidro."
Resolução SEMAD,3.105,26/11/2021,Estadual,"Constitui Comissões Especiais encarregadas de promover os inventários físicos dos materiais em almoxarifado ou em outras unidades similares, dos bens patrimoniais móveis em uso, estocados, cedidos ou recebidos em cessão, no âmbito da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável – Semad e do Fundo de Recuperação, Proteção e Desenvolvimento Sustentável das Bacias Hidrográficas do Estado de Minas Gerais – Fhidro e dos bens patrimoniais imóveis em uso, cedidos ou recebidos que são objeto de registro no Ativo e nas contas integrantes do Compensado e de Controle, no âmbito da Semad."
Portaria IEF,3.106,30/11/2021,Estadual,"Altera a Portaria IEF nº 51, de 6 de agosto de 2021, que dispõe sobre a comissão de monitoramento e avaliação das parcerias celebradas pelo Instituto Estadual de Florestas com Organizações da Sociedade Civil."
Portaria ARSAE,"84,00",30/11/2021,Estadual,"Autoriza a instauração de Processo Administrativo para a apuração de valores cobrados indevidamente pela Copasa na região da Bacia do Onça e adjacências, nos municípios de Belo Horizonte e Contagem-MG."
Portaria IGAM,"253,00",30/11/2021,Estadual,"Altera o artigo 2º da Portaria Igam nº 55, DE 23 DE JULHO DE 2021, que constitui Comissão Permanente de Licitação para julgamento dos procedimentos administrativos licitatórios no âmbito do IGAM, e dá outras providências."
Deliberação COPAM,"104,00",02/12/2021,Estadual,"Altera a Deliberação nº 1.548, de 6 de abril de 2020, que estabelece a composição e designação dos membros da Câmara Normativa e Recursal do Conselho Estadual de Política Ambiental."
Deliberação COPAM,1.658,02/12/2021,Estadual,"Altera a Deliberação Copam nº 1.549, de 6 de abril de 2020, que estabelece a composição e designação dos membros da Câmara Técnica Especializada de Atividades Agrossilvipastoris do Conselho Estadual de Política Ambiental."
Deliberação COPAM,1.659,02/12/2021,Estadual,"Altera a Deliberação Copam nº 1.554, de 6 de abril de 2020, que estabelece a composição e designação dos membros da Câmara Técnica Especializada de Proteção à Biodiversidade e de Áreas Protegidas do Conselho Estadual de Política Ambiental."
Deliberação COPAM,1.657,02/12/2021,Estadual,"Altera a Deliberação nº 1.553, de 6 de abril de 2020, que estabelece a composição e designação dos membros da Câmara Técnica Especializada de Atividades Minerárias do Conselho Estadual de Política Ambiental."
Deliberação COPAM,1.660,06/12/2021,Estadual,"Altera a Deliberação Copam nº 1.550, de 6 de abril de 2020, que estabelece a composição e designação dos membros da Câmara Técnica Especializada de Políticas de Energia e Mudanças Climáticas do Conselho Estadual de Política Ambiental."
Portaria IGAM,1.661,07/12/2021,Estadual,"Institui Comissão Gestora Local da DAC nº 024/2007 Bacia Hidrográfica do Córrego Lagoa Torta, no Município de Paracatu."
Portaria IGAM,"108,00",07/12/2021,Estadual,"Institui Comissão Gestora Local da DAC nº 004/2006 Bacia Hidrográfica do Córrego Boa Esperança, no Município de Paracatu."
Portaria IGAM,"111,00",07/12/2021,Estadual,"Institui Comissão Gestora Local da DAC nº 007/2015 Bacia Hidrográfica do Córrego Lagoa Seca, no Município de Araguari."
